clusterno,,docNo,raw_doc
0,69,8105,더울때 마시면 시원함
0,70,809,시원한맛
0,71,4673,시원하다
0,72,5549,시원하다
0,73,4684,시원하다
0,74,9748,시원한 맛
0,75,2477,살이 덜 찔거같고 마셨을때 시원하고 청럄감이 좋다.
0,76,8941,시원함
0,77,7083,시원함
0,78,7676,시원하다
0,79,3755,시원해보여서
0,80,3637,시원하고 맛이 깊은것같다
0,81,5386,시원함
0,82,4460,맛이 시원함
0,83,4761,톡쏘는(시원한) 맛이 가장 쫗다
0,84,7867,맛이 시원해서
0,85,8844,시원해보여서
0,86,10188,톡쏘는 시원한 맛
0,87,8596,시원함
0,88,3476,시원함
0,89,1777,톡쏘는 맛과 시원함
0,90,2551,시원한 맛이좋다
0,91,4044,시원해서
0,92,2779,시원하다
0,93,2867,시원하다
0,94,9012,시원함
0,95,4524,시원하고 깊은맛
0,96,753,시원 톡쓰런맛
0,97,1205,시원한 맛
0,98,7080,시원함
0,99,8771,시원한 맛
0,100,4724,시원한 맛이 좋다  
0,101,3469,끝맡이 시원하고 좋음
0,102,5674,시원하다
0,103,3958,시원한 맛
0,104,3255,시원해서
0,105,10216,시원함  
0,106,9928,살이안찔까봐
0,107,9729,톡쏘는 맛이 시원하고좋다
0,108,9602,시원해서
0,109,2913,톡쏘는맛이 시원하다
0,110,1808,시원해서
0,111,3972,시원하다
0,112,3908,톡쏘는 시원함
0,113,8340,시원함
0,114,1701,시원하고 톡쏘음
0,115,775,시원해서
0,116,4652,시원함
0,117,3,시원함
0,118,3038,맛이 시원하고 좋다
0,119,8327,시원하다
0,120,1959,시원한 맛
0,121,6899,시원해서
0,122,5925,맛이 시원하고 좋다.
0,123,1081,시원해서
0,124,7659,뒷만이 캬 하면서 시원
0,125,4249,시원해서
0,126,8558,시원함
0,127,5840,시원한 맛~~
0,128,9896,시원해서
0,129,5559,시원함
0,130,5397,맛이시원하고좋다
0,131,6231,시원함
0,132,6570,시원함
0,133,6047,시원한 맛이 좋아서
0,134,8866,시원한맛
0,135,4886,시원함
0,136,1600,마셨을때의 시원함. 톡쏘는맛.
0,137,5672,시원한 감이 좋다
0,138,2010,맛이 좋고 시원하다
0,139,9022,시원하다
0,140,8882,시원하고 맛이좋다
0,141,6875,시원함
0,142,7546,시원해서
0,143,6878,살이안찔거같음
0,144,4479,시원함
0,145,3123,시원하다
0,146,2821,시원한 맛
0,147,9545,"많이 마셔봤고,  시원해서"
0,148,6530,맛이 시원하다
0,149,7323,시원함
0,150,341,시원하다
0,151,5909,톡쏘는 시원함
0,152,2519,시원함과 톡쏘는맛
0,153,9651,맛이 시원하다
0,154,1818,시원하게 톡 쏘는 맛이 좋다
0,155,5959,시원
0,156,2139,시원함이 좋아서
0,157,7793,시원함
0,158,2041,맛이 시원하다
1,0,7567,깔끔
1,1,9019,끝맛이 깔끔해서
1,2,10398,깔끔함  
1,3,9793,맛이 깔끔해서
1,4,279,깔끔해서
1,5,6904,  깔끔  
1,6,6217,깔끔하고 기역하기쉬움.
1,7,1098,깔끔한 맛
1,8,6006,맛이 깔끔하다
1,9,7635,맛이깔끔하다
1,10,7861,깔끔하다
1,11,7785,전반적으로 깔끔한 맛이 맘에 든다
1,12,9077,맛이 깔끔했다
1,13,8926,맛이 깔끔하다
1,14,10096,깔끔한 맛
1,15,5947,맛이 깔끔하다
1,16,3810,맛이 깔끔하다
1,17,7000,깔끔한맛
1,18,2798,맛이 깔끔하다
1,19,3531,맛이좋다  깔끔하다
1,20,8212,깔끔
1,21,10238,깔끔해서a
1,22,10352,깔끔한맛
1,23,7345,맛이 깔끔하다.  
1,24,7336,맛과 색이 깔끔하다
1,25,4357,깔끔한맛
1,26,9583,맛이 깊으면서도 깔끔하다.
1,27,9667,깔끔
1,28,2476,맛이 깔끔해요
1,29,1558,맛이 깔끔해서
1,30,1019,맛이 깔끔해요
1,31,7990,맛이 깔끔함
1,32,8473,깔끔하다
1,33,8547,맛이 가장 깔끔하고 잡내가 없다
1,34,7126,너무나도 깔끔한 맛 ^^
1,35,572,맛이 깔끔함
1,36,856,맛이 깔끔해서
1,37,5440,깔끔해서
1,38,2718,맛이 깔끔함
1,39,6173,깔끔한 맛
1,40,7010,일단 맛이 깔끔하고 좋다  
1,41,6069,맛이 깔끔하다
1,42,3169,깔끔한 맛
1,43,6181,깔끔하다
1,44,9370,맛이 깔끔하다
1,45,7545,깔끔한 맛
1,46,9208,맛이 깔끔해서
1,47,8440,깔끔함
1,48,246,끝맛이 깔끔하다
1,49,2030,맛이 깔끔하다
1,50,1265,깔끔한맛
1,51,1553,깔끔하고 달다
1,52,8687,깔끔함
1,53,4743,맛이 깔끔하다
1,54,3927,"맛이 좋고, 깔끔하다."
1,55,7480,깔끔함
1,56,4885,깔끔함이좋다
1,57,10103,맛이 깔끔해서
1,58,4851,맛이 깔끔해서 좋아요
1,59,4140,깔끔함
1,60,9631,깔끔 시원한맛ㅎ
1,61,1500,뒷 맛이 깔끔하다.
1,62,4395,잡내가 없으며 깔끔한 맛
1,63,9020,가장 깔끔한 맛!!
1,64,9050,맛이 깔끔하다
1,65,4163,깔끔한 맛
1,66,9,맛이 깔끔함
1,67,4588,"톡쏘고, 깔끔하다"
1,68,2872,깔끔
1,69,8080,맛이깔끔하다
1,70,4213,깔끔함
1,71,6675,깔끔해서
1,72,5669,맛이 깔끔하다
1,73,3348,깔끔한 맛
1,74,699,깔끔하고 좋아서
1,75,5627,맛이 깔끔해서
1,76,3821,깔끔한맛
1,77,7631,깔끔함
1,78,7317,깔끔
1,79,5321,물맛이 깔끔하다
1,80,1763,맛이 깔끔해서
1,81,7024,깔끔한 맛
1,82,5409,깔끔해서
1,83,3483,맛이 깔끔하고 짜지 않아서 좋음
1,84,4733,맛이 깔끔하다
1,85,8865,맛이 깔끔하다
1,86,4784,깔끔하고 캐쥬얼한 맛
1,87,3102,맛이 깔끔하다
1,88,3743,깔끔하다
1,89,5190,단백하고 깔끔하다
1,90,9311,깔끔함
1,91,4217,깔끔한 맛
1,92,6879,맛이 깔끔하다
1,93,1027,맛이 깔끔함
1,94,6931,깔끔한 맛이다
1,95,10283,맛이 좋아요 입맞에 가장 맞고 깔끔합니다
1,96,8247,깔끔
1,97,5543,깔끔한 맛이 체고시다
1,98,5445,깔끔
1,99,9052,깔끔함
1,100,5995,맛이 깔끔하고 좋아서
1,101,7794,맛이깔끔하다
1,102,4870,맛이 깔끔하다
1,103,5475,맛이 깔끔하고 좋음
1,104,507,깔끔한맛
1,105,3401,맛이 깔끔하다
1,106,9976,깔끔한 맛
1,107,7964,깔끔한 맛이 좋다
1,108,2713,맛이 깔끔하다
1,109,871,맛이 깊고 깔끔해서
1,110,6650,맛이 있고 깔끔해서
1,111,8900,계속 먹던것이고 맛이 깔끔해서 좋다
1,112,8980,깔끔하다
1,113,9774,깔끔함
1,114,8877,깔끔해서
1,115,8836,깔끔한맛
1,116,8931,깔끔한맛
1,117,6836,깔끔하다
1,118,393,깔끔해서 좋다
1,119,1312,맛이 깔끔하다
1,120,6934,깔끔하다
1,121,7400,끝맛이 깔끔해서
1,122,4049,깔끔함
1,123,8510,깔끔하다
1,124,9752,깔끔해서
1,125,3874,깔끔
1,126,7972,깔끔하다
1,127,10274,깔끔한 맛
1,128,9136,깔끔함
1,129,4451,맛이 전체적으로 깔끔해서
1,130,4877,깔끔한맛
1,131,6298,깔끔하고 신뢰감이 간다
1,132,8767,깔끔한 맛이 좋아서
1,133,9172,깔끔함
1,134,10061,깔끔하다
1,135,9179,깔끔하다
1,136,10334,깔끔해서
1,137,1317,맛이 깔끔해서
1,138,776,맛이 깔끔해서
1,139,2938,깔끔해서
1,140,3138,맛이깔끔하다
1,141,3117,"맛이 좋고, 깔끔하다"
1,142,2424,깔끔한맛
1,143,2646,깔끔함
1,144,4234,맛이 깔끔함
1,145,6645,"맛, 깔끔한 맛이 좋다"
1,146,6419,깔끔한 맛.
1,147,702,깔끔해서
1,148,915,깔끔하다
1,149,8613,깔끔하다.
1,150,8910,맛이 깔끔하다
1,151,5733,깔끔하다
1,152,6816,깔끔한맛  
1,153,1042,깔끔하므로
1,154,9916,깔끔
1,155,6513,맛이 깔끔해서 좋다
1,156,3105,깔끔한 맛
1,157,5244,맛이 깔끔하다.
1,158,4298,맛이깔끔하다
1,159,5619,깔끔함.
1,160,4434,깔끔하다
1,161,1514,맛이 깔끔해서
1,162,5983,가장 맛이 깔끔하다
1,163,1056,깔끔해서
1,164,3111,깔끔함하면서 부드럽움??
1,165,7106,깔끔한 맛
1,166,4259,깔끔하다
1,167,4753,맛이 깔끔하다
1,168,8211,깔끔
1,169,468,깔끔하다
1,170,4356,맛이깔끔함
1,171,3440,맛이 깔끔하고 좋아요
1,172,3120,깔끔해서
1,173,3783,맛이 깔끔해서
1,174,4456,살이 안찔거 같아서요 맛도 깔끔하구요
1,175,9321,끝 맛이 깔끔해서
1,176,8280,깔끔한 맛
1,177,7467,깔끔한 맛
1,178,8686,끝맛이 깔끔해서
1,179,8140,깔끔해서
1,180,6464,맛이 깔끔하고 깊음.
1,181,879,깔끔해서
1,182,7187,깔끔한 첫맛과  그 맛이 끝까지 남아서
1,183,9369,"깔끔,톡쏘는"
1,184,3951,깔끔함
1,185,8825,깔끔하고 보기쉽고 파란색이좋다
1,186,9420,깔끔한 맛이 젤 좋아요
1,187,9002,계속 먹던것이고 맛이 깔끔해서 좋다
1,188,8328,맛이 깔끔하고 뒷탈이 별로없다.
1,189,1545,깔끔함
1,190,4127,깔끔한 맛이 좋아서
1,191,8654,깔끔해 보여서
1,192,4660,맛이 깔끔하다.
1,193,10248,맛이 깔끔하고 좋다.
1,194,19,깔끔하다
1,195,6601,깔끔한 맛이 좋음
1,196,8112,맛이 깔끔함
1,197,2075,맛이 깔끔하다.
1,198,9037,맛이 깔끔함
1,199,5838,맛이 깔끔하다   
1,200,2113,맛이 깔끔해서
1,201,8154,맛이 깔끔한것 같아서
1,202,989,깔끔해서
1,203,2061,톡쏘는맛과 깔끔함
1,204,4463,맛이 깔끔하다
1,205,1870,깔끔한 맛
1,206,324,깔끔한 맛
1,207,8975,맛이 깔끔한 거 같아서
1,208,735,맛이 깔끔하다.
1,209,719,맛이 깔끔해서
1,210,878,깔끔해서
1,211,547,맛이깔끔하다
1,212,587,맛이 깔끔해서
1,213,8094,깔끔하고 정갈하다
1,214,6046,깔끔함??
1,215,696,맛이 깔끔한 편이다
1,216,1996,깔끔해서
1,217,4187,깔끔하다  
1,218,4606,깔끔하다. 꾸밈이 없는 맛
1,219,10259,깔끔하다
1,220,8013,맛이 깔끔하다
1,221,6361,깔끔한 맛이 좋다
1,222,8386,맛이 깔끔하다
1,223,3523,톡쏘는 맛이 좋고 깔끔하다
1,224,8863,깔끔한 맛
1,225,1413,깔끔한 맛
1,226,6016,맛이 깔끔하고 톡쏘는 맛이 좋아서
1,227,9216,맛이 깔끔하다
1,228,10251,맛이  깔끔함
1,229,8099,그냥 깔끔해보여서
1,230,3489,깔끔하다  
1,231,7882,맛이 깔끔하다
1,232,10266,"맛이 깔끔하다, 뒷끝이 별로 없다"
1,233,6140,맛이 깔끔하다
1,234,10229,깔끔해서
1,235,7426,깔끔하다
1,236,5066,맛이 깔끔함
1,237,2452,맛이 깔끔해서
1,238,8423,맛이 깔끔해서 좋다
1,239,10021,맛이 깔끔해서
1,240,10056,맛이 깔끔하다.
1,241,117,깔끔한맛
1,242,1515,깔끔해서
1,243,583,깔끔한맛
1,244,9894,맛이 깔끔해서
1,245,3467,깔끔
1,246,3572,깔끔함
1,247,8851,맛이 깔끔하다
1,248,9867,맛이 깔끔하고 좋다
1,249,3795,깔끔함
1,250,8355,깔끔해서
1,251,10252,맛이 깔끔하다
1,252,313,맛이 깔끔하다
1,253,8407,맛이깔끔한것같음
1,254,1762,깔끔해서
1,255,9192,깔끔한 맛
1,256,6074,맛이깔끔함
1,257,2960,맛이 깔끔하다
1,258,7154,깔끔한 맛
1,259,6312,맛이 깔끔하니 좋음
1,260,10220,깔끔하고 톡쏘는 맛이 좋다.
1,261,1520,맛이 깔끔하고 좋다
1,262,3299,깔끔한 맛
1,263,3042,맛이 깔끔하다
1,264,9023,홉의 맛이 깔끔함.
1,265,1798,깔끔해요
1,266,10177,맛이 깔끔해서
1,267,1594,맛이 깔끔하다
1,268,9909,맛이 깔끔해서
1,269,8349,맛이 깔끔함
1,270,8823,맛이 깔끔함
1,271,2853,깔끔하고 뒷끝이좋다
1,272,9079,맛이깔끔하고 끝맛이 좋다
1,273,6154,깔끔함
1,274,1643,깔끔해서
1,275,4350,깔끔한 맛
1,276,5862,맛이 깔끔함  
1,277,3559,맛이 깔끔하고 좋아서
1,278,8969,맛이 깔끔하다
1,279,9904,맛이 깔끔해서
1,280,3596,탁쏘고 깔끔해서
1,281,5342,깔끔해서
1,282,9123,깔끔하다
1,283,2772,깔끔하다
1,284,8102,깔끔해서
1,285,8507,맛이 깔끔하니까
1,286,7258,깔끔해서
1,287,8778,깔끔함.
1,288,8464,끝맛이 깔끔하다
1,289,3759,깔끔한 맛
1,290,9889,깔끔해서
1,291,3312,깔끔해서
1,292,1897,깔끔한 맛
1,293,1745,맛이 깔끔하다
1,294,2084,"맛이 가장 깔끔하고 좋다 

"
1,295,3545,깔끔한 맛
1,296,5415,맛이 깔끔해서
1,297,4466,깔끔함
1,298,8369,맛이 깔끔하다 ..끝맛이 쓰지않아 좋다
1,299,10119,맛이 깔끔하다
1,300,295,맛이 깔끔하다.
1,301,9824,깔끔하다
1,302,8428,맛이 깔끔하다
1,303,8148,깔끔한 맛
1,304,9812,깔끔한 맛
1,305,819,깔끔함
1,306,6829,깔끔해요
1,307,7704,맛이 가장좋고 깔끔한거같아서
1,308,6944,깔끔해서
1,309,9911,깔끔해서
1,310,6540,맛이 깔끔하다
1,311,1844,맛이 깔끔하다
1,312,6371,깔끔함
1,313,9292,맛이 깔끔하다
1,314,10099,맛이 깔끔하다
1,315,7838,깔끔하다
1,316,5191,맛이 깔끔하다
1,317,7052,맛이깔끔하다
1,318,9302,맛이 깔끔함
1,319,2108,깔끔해서
1,320,253,깔끔하다
1,321,2070,깔끔한 맛
1,322,6453,맛이 깔끔
1,323,612,맛이 깔끔하고 입에 맞는다
1,324,8811,깔끔함
1,325,5841,깔끔한 맛
1,326,4474,깔끔한맛
1,327,388,가장 맘에 드는 깔끔한 맛이라서...
1,328,4497,맛이 깔끔하다
1,329,4131,깔끔해서
1,330,1578,맛이 깔끔하다
1,331,8737,깔끔해서..
1,332,9897,깔끔하다
1,333,103,깔끔한 맛
1,334,9603,맛이 깔끔
1,335,8989,깔끔하고 쌉쌀한 맛이 좋아서
1,336,4896,맛이 깔끔하다
1,337,6014,맛이 깔끔해서 좋다.
1,338,3291,깔끔하다
1,339,922,깔끔하다
1,340,4545,맛이 깔끔해서
1,341,4465,깔끔한맛
1,342,8668,맛이 깔끔해서..
1,343,9377,깔끔한 맛
1,344,4487,깔끔해서
1,345,9776,정통이 있는 맛이고 깔끔하다.
1,346,496,끝맛이 깔끔해서
1,347,2896,깔끔한 맛
1,348,7895,깔끔하고 맛이있다
1,349,7185,깔끔해서
1,350,6506,맛이 깔끔함
1,351,8543,깔끔함
1,352,9629,맛이 깔끔해서
1,353,8963,끝맛이 깔끔해서 좋다
1,354,875,맛이 깔끔하다
1,355,8629,깔끔해서
1,356,8726,깔끔한 맛
1,357,3155,깔끔함.
1,358,5326,맛이 깔끔하고 좋아요
1,359,6482,맛이 깔끔함
1,360,1218,끝맛이 깔끔
1,361,7629,"깔끔하고, 톡 쏘는맛"
1,362,4535,깔끔
1,363,91,맛이 깔끔해서
1,364,6288,깔끔한 맛과 향
1,365,6771,맛이 깔끔해서
1,366,4068,깔끔해서
1,367,3633,맛이 깔끔하다.
1,368,9753,맛이 깔끔함
1,369,6394,맛이 깔끔함
1,370,3733,깔끔한맛
1,371,2745,깔끔한 맛이 좋아서
1,372,10183,깔끔한 맛
2,0,8285,부드럽다
2,1,7901,부드러워서
2,2,5997,부드러운맛
2,3,9804,부드러워서
2,4,1291,맛이 부드러움
2,5,5247,부드럽고 맛이 좋아서
2,6,6892,끝맛이 부드러워서
2,7,9668,부드러운맛
2,8,1419,쓰지않으면서 부드러워서
2,9,615,부드러움.
2,10,2453,부드러운맛
2,11,764,맛이 부드러워서
2,12,1977,"맛있어서..ㅋㅋ  뒷끝이 너무 쌉쌉하지 않고,부드러움"
2,13,2874,부드럽고 상표명이 맘에 든다
2,14,9505,맛이좋고 부드럽다
2,15,784,"맛이 좋음,부드러움"
2,16,3553,맛이 부드럽다..
2,17,4692,부드러움
2,18,4488,부드러워서
2,19,9581,맛이 부드럽다
2,20,3647,부드러움
2,21,7103,부드러운맛  
2,22,9515,부드럽다
2,23,2275,부드러움
2,24,4781,맛이 부드러워서 좋다
2,25,7380,부드럽다
2,26,3670,부드럽다
2,27,6296,맛이부드럽다
2,28,9099,부드러워서
2,29,9822,부드러운 맛
2,30,5141,부드러운 맛
2,31,9139,부드러움
2,32,8126,부드럽다
2,33,1871,부드러워서
2,34,6055,부드러움
2,35,4212,부드러워서
2,36,1252,부드럽다.
2,37,10208,맛이 부드러워서
2,38,1087,부드러움
2,39,6492,맛이 부드러워서
2,40,8409,맛이 부드러워서
2,41,8874,맛이 부드러움
2,42,2392,맛이 부드러워
2,43,10093,부드럽다
2,44,7625,부드러워서
2,45,2160,부드럽다
2,46,3304,부드럽고 맛이 좋아서
2,47,5768,부드러워서
2,48,8418,쓰지 않고 부드럽다
2,49,10333,부드러워서
2,50,10254,부드러움
2,51,7688,부드러움
2,52,5911,맛이 부드럽다
2,53,102,부드러운 맛
2,54,7444,맛이 달고 부드럽다
2,55,4254,부드러운 맛
2,56,6775,아주 부드럽다.
2,57,8905,부드러움
2,58,6009,"맛이좋다,부드럽다"
2,59,926,부드러워서
2,60,8193,맛이 부드러워서
2,61,9087,부드럽다
2,62,7243,맛이 부드러워서
2,63,1158,부드러운 맛
2,64,6254,부드러움
2,65,1511,부드러움
2,66,1382,부드러움
2,67,1302,부드럽다.
2,68,9767,부드럽다
2,69,8096,부드러워서
2,70,6932,부드러워서
2,71,6337,맛이 부드럽고 좋다
2,72,9711,부드러운맛
2,73,6906,부드러움
2,74,4264,부드러움 / 싸이
2,75,9477,부드럽고 향이 좋음
2,76,865,부드러운 맛?  
2,77,2665,부드러운 맛
2,78,482,맛 좋음 부드러움
2,79,5663,부드럽다
2,80,8274,부드럽고 맛깔난다
2,81,8522,맛이 부드럽다
2,82,5482,맛이 부드럽다
2,83,9046,부드러움
2,84,10371,맛이 부드럽다
2,85,2815,부드러워서
2,86,8208,부드럽다
2,87,5598,맛이 부드럽고 좋앗서
2,88,4682,맛이 부드러워서
2,89,3752,부드러움
2,90,8566,부드러워서
2,91,5388,맛이 좋고 부드럽다
2,92,1259,맛이 부드럽다
2,93,7382,부드럽다
2,94,4623,부드러운 맛
2,95,6162,부드러워서
2,96,737,맛이 부드럽고 좋아서
2,97,6310,맛이 부드럽다
2,98,1456,부드러움
2,99,7520,부드럽다
2,100,7372,부드러움
2,101,3456,부드러워서
2,102,7577,부드럽고 맛이난다
2,103,3811,부드럽다
2,104,5019,부드러운맛이 좋다
2,105,9270,맛이 부드럽다
2,106,7880,깊고 부드러운 맛
2,107,9676,부드러운 맛
2,108,7879,부드러워서
2,109,4345,맛이 부드럽다
2,110,6322,부드러움
2,111,2801,부드러운 맛
2,112,10366,맛이 부드러움
2,113,2389,맛이 부드럽다
2,114,8109,부드럽다
2,115,1658,깊고 부드러운 맛
2,116,5887,끝맛이 부드럽다
2,117,9447,부드러운 맛이 좋아서
2,118,6262,부드럽다
2,119,6843,부드럽다
2,120,6985,부드럽다
2,121,8625,부드러운 맛
2,122,5444,부드럽다
2,123,2166,맛이 부드럽다
2,124,7213,부드러우면서 응訣종티&#65533;
2,125,960,부드러움
2,126,2998,부드럽고 맛이 좋다.
2,127,2439,부드러워서
2,128,4079,맛이 부드럽다
2,129,6301,부드럽다
2,130,197,맛이 부드러워서
2,131,591,부드러움. 너무 톡 쏘지 않아서 좋음
2,132,3747,부드러워서
2,133,9898,맛이 부드럽다.  톡 쏘는 맛도 있지만 부드러운 끝맛이 좋다
2,134,2966,부드러움
2,135,8946,부드러움
2,136,6812,부드러움
2,137,10017,부드러워서
2,138,1880,맛이 부드럽다
2,139,9129,부드러운 맛
2,140,6264,부드럽고 향이 좋다
2,141,3773,맛이 부드럽다
2,142,6278,맛이 부드럽고 향이 좋아서.
2,143,8472,부드러운 맛이 좋았음
2,144,9109,맛이 부드러워서
2,145,561,맛이 부드러워서
2,146,5940,부드러워서
2,147,1080,부드럽다
2,148,122,부드러운 맛
2,149,6348,맛이 부드럽고 뒷날 머리가 안아파요
2,150,2179,부드럽다
2,151,8338,부드러운맛이 좋아서..
2,152,10098,부드러움
2,153,2753,맛이 부드럽고 덜 씁다.
2,154,5825,부드러움
2,155,9579,부드러움
2,156,4807,맛이 부드럽고 기품이있다
2,157,1901,부드러움
2,158,386,부드러운맛
2,159,31,맛이 부드럽고 끝맛이 좋음
2,160,5014,"맛이좋고, 부드럽다"
2,161,5047,맛이 부드럽고 향이 좋다.
2,162,606,부드러워서
2,163,4091,맛이 부드럽고 좋다
2,164,8894,부드럽다
2,165,4508,부드러움
2,166,1005,첫맛부터 끝맛까지 부드럽고 역하지 않아 좋다.
2,167,13,부드러워서
2,168,4315,부드럽고 깊은 맛이 난다.
2,169,1516,부드럽다
2,170,6209,일단 맛이 부드럽고 먹기에 좋다    
2,171,7762,부드러운 맛
2,172,662,맛이 부드러워서
2,173,693,맛이 부드럽고 좋다.
2,174,5994,부드럽고 맛이 좋다
2,175,170,맛이 부드럽다
2,176,9689,부드럽다
2,177,9799,부드럽고 맛이좋음
2,178,9251,맛이 상콤하고 부드럽다
2,179,6081,톡쏘는 부드러운 맛
2,180,2986,부드러움
2,181,6087,부드러움
2,182,10255,생맥-부드럽다
2,183,7032,부드러움
2,184,9152,맛이 맑고 부드럽다
2,185,10332,맛이 부드럽다
2,186,2348,부드러워서
2,187,1640,부드러워요
2,188,8123,맛이 부드러워서
2,189,6360,부드러운맛
2,190,8292,부드러운거보다는 나는 톡쏘는게 좋다.
2,191,4848,부드럽고 깊은 쓴 맛
2,192,8817,부드러워서
2,193,2606,맛이 부드럽고 향이 좋음
2,194,3187,부드럽다
2,195,55,맛이 부드럽다.
2,196,7224,부드럽고 좋다
2,197,5777,부드럽고 흔히 먹던거다
2,198,3603,부드러움
2,199,5682,맛이 부드럽고 좋다
2,200,5671,맛이 부드럽다
2,201,3275,부드러운 맛...
2,202,9038,부드러움
2,203,2999,부드러움
2,204,4010,부드럽다
2,205,7591,부드럽다
2,206,505,부드러워서
2,207,1089,맛이 좋다.좀 부드럽다
2,208,9479,부드러워서
2,209,9594,부드러움
2,210,7669,부드러운맛
2,211,661,부드러운 맛
2,212,7172,맛이 부드러워서
2,213,9170,부드럽다
2,214,5442,부드러워서
2,215,4092,부드럽다
2,216,9382,부드러움
2,217,1161,부드럽다
2,218,6116,부드러워서
2,219,1380,맛이 부드럽다
2,220,4989,부드럽다
2,221,6066,부드러운 맛
2,222,10092,부드러운 맛
2,223,2953,맛이 부드럽고 좋다
2,224,7479,맛이 부드러워서요
2,225,5860,부드러움
2,226,1796,부드러움
2,227,10006,부드러운 홉아의맛
2,228,8434,부드럽고 맛이 좋다
2,229,522,부드럽다
2,230,5499,끝맛이 부드럽다
2,231,6818,부드러움
2,232,8282,부드러움
2,233,901,맛이 부드럽다
2,234,5408,부드러움
2,235,5794,맛이 부드러워서
2,236,1789,부드러움
2,237,7256,부드러워서
2,238,6222,부드러운맛
2,239,6848,부드러워서
2,240,6967,부드럽다
2,241,601,부드러운 맛
2,242,5060,부드럽다
2,243,10189,맛이 부드럽다
2,244,8785,부드럽다
2,245,6317,부드러움
2,246,1592,맛이 부드러움
2,247,3852,맛이 부드럽다.
2,248,7021,맛이 부드러운 편이다.
2,249,6592,부드러움
2,250,3569,부드러운맛
2,251,9895,부드러워서
2,252,4579,부드럽다
2,253,2741,맛이 부드러워서
2,254,6478,맛이 부드럽고 딱 좋아서
2,255,4306,부드럽고 깊은 맛
2,256,9098,맛이 부드럽고 깊음
2,257,4358,부드러움맛
2,258,128,부드러운 맛
2,259,5621,부드러움
2,260,3245,맛의 부드러움과 섞어먹었을때의 맛
2,261,1543,부드러움
2,262,8739,부드럽다
2,263,7313,부드러움
2,264,7658,맛이 좋고 향이좋다 부드럽다  
2,265,3833,부드러워서
2,266,2437,부드러움
3,0,9844,맛있다.
3,1,755,눈에 띄고 맛있을꺼 같아요
3,2,9865,단 맛이 맛있어서
3,3,7969,맛있음
3,4,3118,맛있습니다
3,5,8117,맛있어서
3,6,6496,맛있어요
3,7,7868,맛있어서
3,8,8063,맛있어서
3,9,9402,맛있어서
3,10,4555,맛있어서
3,11,9539,맛있어서
3,12,1012,맛있어서
3,13,1827,맛있습니다.
3,14,6244,맛있어서
3,15,81,맛있어서
3,16,3433,맛있어서
3,17,3161,맛있어서
3,18,8985,맛있음
3,19,4018,맛있다
3,20,890,맛있음
3,21,8637,맛있다
3,22,3473,싸고 맛있다
3,23,4752,맛있음
3,24,9952,맛있다
3,25,1390,맛있어서
3,26,138,맛있어서
3,27,4631,맛있음
3,28,2487,맛있음
3,29,9522,맛있어서
3,30,2413,맛있어서
3,31,2837,여러맛이 있고 맛있음..너무 술같이도 않고..
3,32,8201,맛있음
3,33,8898,맛있어서
3,34,3542,맛있어서
3,35,3806,맛있음
3,36,1728,맛있어서
